throughput_mbps,packet_loss_pct,utilization_pct,snr_db,rsrp_dbm
0.0154,0.022,0.0,12.33,-76.0
0.0167,0.02,0.0,22.875,-76.0
0.0167,0.018,0.0,24.22,-75.0
0.0167,0.016,0.0,23.375,-75.0
0.0167,0.015,0.0,22.0,-75.0
0.0167,0.015,0.0,22.0,-75.0
0.0309,0.0128,0.0,22.0,-75.0
0.0167,0.012,0.0,21.61,-75.0
0.0167,0.011,0.0,19.94,-75.0
0.0167,0.01,0.0,21.9,-75.0
0.0167,0.01,0.0,21.08,-75.0
0.0309,0.0084,0.0472,24.64,-75.0
0.0167,0.008,0.0,24.1,-75.0
0.0167,0.007,0.0,23.5,-75.0
0.0167,0.006,0.0,23.61,-75.0
0.0167,0.006,0.0,22.64,-75.0
0.0167,0.926,0.0,23.0,-75.0
0.0167,0.926,0.0,23.17,-75.0
0.0154,0.833,0.0,16.4,-75.0
0.0154,0.75,0.0,15.14,-75.0
0.0154,0.75,0.0,14.105,-75.0
0.0167,0.608,0.0,19.49,-75.0
0.0167,0.608,0.0,20.665,-75.0
0.0309,0.542,0.0472,23.75,-75.0
0.0167,0.492,0.0,21.8,-75.0
0.0167,0.492,0.0,22.34,-75.0
2.4429,0.3826,5.2547,22.05,-75.0
0.0167,0.291,0.0,15.72,-75.0
0.0487,0.248,0.0472,22.26,-76.0
0.0167,0.235,0.0,22.43,-76.7742
0.0167,0.235,0.0,22.26,-76.0
0.0167,0.212,0.0,21.7,-76.0
0.0167,0.212,0.0,22.5,-75.8065
0.0487,0.1929,0.0944,19.875,-75.0
0.0154,0.191,0.0,18.42,-75.0
0.0154,0.191,0.0,18.25,-75.0
0.0167,0.172,0.0,14.6,-75.0
0.0167,0.172,0.0,16.2,-75.0
0.0346,0.1513,0.0472,17.84,-75.0
0.0167,0.139,0.0,22.5,-75.0
0.0167,0.139,0.0,21.68,-75.0
0.0167,0.113,0.0,21.0,-75.0
0.0309,0.7617,0.0,22.0,-77.0
0.0167,0.634,0.0,16.55,-76.5
0.0167,0.571,0.0,22.14,-76.0
0.0346,0.5052,0.0,22.9,-75.0
0.0167,0.462,0.0,22.365,-75.0
0.0309,0.4289,0.0,22.18,-75.0
0.0167,0.374,0.0,22.14,-75.0
0.0167,0.374,0.0,21.5,-75.0
0.0346,0.3312,0.0,21.615,-75.0
0.0167,0.303,0.0,21.85,-75.0
0.0167,0.273,0.0,21.81,-75.0
0.0167,0.246,0.0,23.14,-75.0
0.0167,0.246,0.0,23.0,-75.0
0.0346,0.2188,0.0,23.245,-75.0
0.0167,0.199,0.0,24.26,-75.0
0.0167,0.179,0.0,22.34,-75.0
0.0167,0.161,0.0,23.305,-75.0
0.0167,0.161,0.0,22.605,-75.0
0.0346,0.1442,0.0,22.5,-75.0
0.0167,0.131,0.0,22.0,-75.0
0.0167,0.117,0.0,22.5,-75.0
0.0167,0.106,0.0,21.65,-75.0
0.0309,0.0838,0.0472,23.595,-74.0
0.0167,0.077,0.0,22.82,-74.0
0.0167,0.069,0.0,21.91,-74.0
0.0167,0.062,0.0,20.3,-74.0
0.0167,0.033,0.0,21.16,-76.74
0.0178,0.0302,0.0472,21.5,-76.0
0.0309,0.0291,0.0,24.955,-76.0
0.0167,0.027,0.0,23.9,-75.0
0.0167,0.024,0.0,21.935,-75.0
0.0873,0.0218,0.0472,22.635,-75.0
0.0178,0.0182,0.0,22.5,-74.0
25.669,0.0152,45.6321,23.855,-73.0
0.0167,0.307,0.0,22.0,-73.0
0.0167,0.276,0.0,22.94,-73.0
0.0167,0.249,0.0,20.545,-73.0
0.0178,0.2287,0.0472,21.0,-74.0
0.0167,0.201,0.0,20.535,-75.0
0.0167,0.201,0.0,20.5,-75.0
0.0167,0.181,0.0,21.09,-75.0
0.0167,0.163,0.0,23.0,-75.0
0.0346,0.152,0.0472,22.6,-75.0
0.0167,0.132,0.0,21.74,-75.0
0.0167,0.132,0.0,22.0,-75.0
0.0167,0.119,0.0,22.0,-75.0
0.0167,0.107,0.0,22.0,-75.0
0.0346,0.0997,0.0472,22.28,-75.0
0.0167,0.087,0.0,21.9,-75.0
0.0167,0.087,0.0,22.055,-75.0
0.0296,0.0767,0.0472,14.63,-75.0
0.1358,0.3169,0.0944,21.74,-76.69
0.0167,0.304,0.0,23.0,-75.62
0.0167,0.274,0.0,22.43,-75.0
0.0167,0.246,0.0,21.0,-75.0
0.0167,0.246,0.0,20.635,-75.0
0.0167,0.2,0.0,17.395,-75.0
0.0167,0.2,0.0,18.375,-75.0
0.0309,0.1737,0.0,22.74,-75.0
0.0167,0.162,0.0,23.71,-75.0
0.0167,0.162,0.0,22.84,-75.0
0.0167,0.146,0.0,22.24,-75.0
0.0167,0.146,0.0,21.78,-75.0
0.0309,0.131,0.0472,22.275,-75.0
0.0167,0.131,0.0,22.225,-75.0
0.0167,0.106,0.0,22.165,-75.0
0.0167,0.095,0.0,22.48,-76.0
0.0167,0.095,0.0,22.195,-76.0
0.0167,0.086,0.0,21.5,-76.0
0.0167,0.086,0.0,22.56,-75.0
0.0167,0.086,0.0,22.96,-75.0
0.0154,0.077,0.0,18.25,-75.0
0.0154,0.077,0.0,17.0,-75.0
0.0167,0.07,0.0,22.0,-75.0
0.0167,0.07,0.0,22.0,-75.0
0.0167,0.07,0.0,22.04,-75.0
0.0167,0.063,0.0,22.0,-75.0
0.0167,0.063,0.0,22.22,-75.0
0.0167,5.056,0.0,22.18,-75.0
0.7444,3.274,0.0,22.775,-75.0
0.0167,2.687,0.0,21.56,-75.2234
0.0346,2.9146,0.0,22.29,-76.0
0.0167,2.677,0.0,21.65,-76.0
0.0167,2.677,0.0,22.5,-75.0
4.4943,3.6063,8.1699,17.52,-75.0
0.0167,4.451,0.0,22.605,-74.0
0.0346,3.898,0.0,22.77,-74.0
0.0167,3.606,0.0,21.64,-74.0
0.0309,3.458,0.0,21.78,-74.0
0.0154,2.92,0.0,19.58,-74.0
0.0154,2.92,0.0,19.875,-75.0
0.0333,2.5913,0.0,20.12,-75.0
0.0167,2.129,0.0,21.0,-74.53
0.0309,1.9522,0.0472,21.925,-74.0
0.0167,1.725,0.0,21.0,-74.0
0.0167,1.725,0.0,21.0,-74.0
0.0346,1.5319,0.0472,21.315,-75.0
0.0167,1.397,0.0,21.64,-75.0
0.0368,1.018,0.0472,22.145,-74.0
0.0167,0.916,0.0,23.25,-74.0
0.0167,0.916,0.0,21.5,-74.0
0.0346,0.8167,0.0472,20.94,-74.0
0.0167,0.742,0.0,24.26,-74.6022
0.0167,0.668,0.0,22.5,-75.0
0.0167,0.601,0.0,23.805,-75.0
0.0167,0.601,0.0,23.185,-75.0
0.0167,10.355,0.0,21.58,-76.0
0.0167,9.32,0.0,22.625,-75.65
0.0167,8.388,0.0,23.03,-75.0
0.0178,7.5993,0.0,22.56,-75.0
0.0167,7.549,0.0,21.55,-75.0
0.0167,6.794,0.0,24.305,-75.0
19.6065,5.184,32.9246,22.045,-75.0
0.0334,4.958,0.0,21.505,-75.957
0.0178,4.5314,0.0,22.5,-76.0
0.0309,4.3951,0.0472,21.5,-75.0
0.0167,4.016,0.0,22.0,-75.0
0.0167,3.614,0.0,21.5,-75.0
0.0334,3.253,0.0,22.0,-75.0
0.0178,2.9922,0.0472,22.8,-75.0
0.0309,2.7664,0.0472,22.37,-75.0
0.0167,2.635,0.0,22.59,-75.0
0.0154,2.371,0.0,14.285,-75.0
0.0154,2.134,0.0,11.54,-75.0
0.0333,1.9849,0.0,19.65,-75.0
0.0309,1.7405,0.0,21.72,-75.0
0.0167,1.729,0.0,21.5,-75.0
0.0167,1.556,0.0,21.75,-75.0
0.0167,1.4,0.0,21.585,-75.0
0.0346,1.3062,0.0472,22.29,-75.0
0.0167,1.134,0.0,22.4,-75.0
0.0167,1.659,0.0,21.0,-75.0
0.0309,0.979,0.0472,22.42,-77.0
0.0167,0.882,0.0,23.4,-76.3441
0.0346,0.8283,0.0,23.46,-76.0
0.0167,0.714,0.0,22.19,-76.0
0.0167,0.714,0.0,22.395,-75.0
0.0309,0.6129,0.0472,20.965,-75.0
0.0167,0.579,0.0,21.0,-75.0
0.0346,0.5448,0.0472,20.85,-75.0
0.0167,0.469,0.0,22.495,-75.0
0.0167,0.469,0.0,22.0,-75.0
0.0296,0.3834,0.0472,14.85,-75.0
0.0154,0.38,0.0,14.08,-75.0
2.2512,0.3606,2.0472,19.645,-75.0
0.0154,0.307,0.0,11.21,-75.0
0.0154,0.307,0.0,12.42,-75.82
0.0167,0.249,0.0,22.265,-75.0
0.0167,0.249,0.0,21.6,-75.0
0.0346,0.239,0.0,18.58,-75.0
0.0154,0.202,0.0,16.3,-75.0
0.0154,0.202,0.0,16.405,-75.0
0.0167,0.182,0.0,16.5,-75.0
0.0167,0.182,0.0,18.125,-75.0
0.0346,0.1736,0.0472,19.2,-75.0
0.0167,0.163,0.0,22.79,-75.0
0.0167,0.163,0.0,23.65,-75.0
0.0167,0.147,0.0,21.765,-75.0
0.0167,0.147,0.0,22.32,-75.0
0.0167,1.422,0.0,18.99,-76.0
0.0167,1.422,0.0,19.51,-76.0
0.0542,1.0842,0.0,20.7,-76.0
0.0167,1.037,0.0,24.14,-74.0
0.0167,1.037,0.0,22.1,-74.0
0.0167,0.84,0.0,22.0,-74.0
0.0167,0.84,0.0,21.78,-74.6667
0.0346,0.7142,0.0,22.68,-75.0
0.0167,0.68,0.0,21.845,-75.0
0.0167,0.68,0.0,21.69,-75.0
0.0167,0.551,0.0,23.1,-75.0
0.0167,0.551,0.0,23.0,-75.0
0.0346,0.4695,0.0472,23.2,-75.0
0.0167,0.446,0.0,23.15,-75.0
0.0309,0.4258,0.0,22.72,-75.0
0.0167,0.362,0.0,22.275,-75.0
0.0167,0.362,0.0,22.37,-75.0
14.4586,0.3039,23.3019,21.79,-75.0
0.1242,0.5289,0.3585,17.955,-75.0
0.0296,0.663,0.0472,19.02,-75.04
0.0167,0.597,0.0,23.12,-74.0
0.0167,0.597,0.0,22.85,-74.0
0.0167,0.537,0.0,21.08,-74.0
0.0167,0.484,0.0,20.0,-74.0
0.0167,0.435,0.0,20.545,-74.0
0.0309,3.8959,0.0472,22.385,-76.0
0.0346,3.6175,0.0,23.215,-76.0
0.0167,3.449,0.0,21.63,-75.0
0.0167,3.104,0.0,21.8,-75.0
0.0167,2.794,0.0,21.4,-75.0
0.0167,2.514,0.0,21.5,-75.0
5.7392,2.037,9.3491,20.67,-75.0
0.0167,2.037,0.0,23.275,-75.0
0.0167,2.203,0.0,22.665,-75.0
0.0154,1.983,0.0,15.62,-75.0
0.0154,1.785,0.0,15.63,-75.0
0.0333,1.6991,0.0,19.755,-75.0
0.0167,1.606,0.0,21.305,-75.0
0.0167,1.446,0.0,22.0,-75.0
0.0167,1.301,0.0,21.695,-75.0
0.0167,1.171,0.0,22.0,-75.0
0.0346,1.1125,0.0,17.5,-75.0
0.0296,1.0063,0.0,16.46,-75.0
0.0154,0.948,0.0,14.13,-75.0
0.0167,0.854,0.0,19.22,-75.0
0.0167,0.768,0.0,19.635,-75.0
0.0346,0.731,0.0,20.265,-75.0
0.0309,0.6275,0.0472,22.525,-75.0
0.7357,0.6127,0.0,22.73,-75.0
0.0167,0.504,0.0,22.03,-74.0
0.0309,0.2461,0.0,21.625,-75.0
0.0167,0.241,0.0,21.31,-75.0
0.0167,0.217,0.0,22.23,-75.0
0.0167,0.195,0.0,21.67,-75.0
0.0167,0.195,0.0,22.0,-75.0
0.0167,0.158,0.0,22.625,-75.0
0.0167,0.158,0.0,24.0,-75.0
0.0167,0.142,0.0,23.155,-75.0
0.0167,0.128,0.0,24.0,-75.0
0.0167,0.128,0.0,23.3,-75.0
0.0154,0.104,0.0,18.92,-75.0
0.6426,0.1037,0.0,18.92,-75.0
1.3314,0.076,4.0,22.495,-76.0
0.0167,0.068,0.0,21.42,-76.0
0.0167,0.068,0.0,20.755,-76.0
0.0167,0.055,0.0,21.405,-76.0
0.0167,0.055,0.0,20.635,-75.0
0.0296,0.05,0.0,20.425,-75.0
0.0154,0.05,0.0,20.925,-75.0
0.0154,0.05,0.0,20.36,-75.0
0.0167,0.045,0.0,13.5,-75.0
0.0167,0.045,0.0,13.58,-75.0
0.032,0.0401,0.0472,25.35,-75.0
0.0167,0.04,0.0,22.47,-75.0
0.0167,0.04,0.0,21.5,-75.0
0.0167,0.036,0.0,21.52,-75.0
0.0167,0.036,0.0,21.5,-75.0
0.0178,0.033,0.0,14.3,-75.0
0.0346,6.0316,0.0472,21.1,-75.0
0.0167,6.102,0.0,23.4,-75.0
0.0167,6.102,0.0,23.2,-77.0
0.0167,4.943,0.0,22.04,-76.0
0.0167,4.943,0.0,22.0,-76.0
0.0309,4.004,0.0,22.49,-76.0
0.0167,4.004,0.0,23.28,-75.0
0.0309,3.7915,0.0,22.98,-75.0
0.0167,3.243,0.0,22.925,-75.0
0.0167,3.243,0.0,21.5,-75.0
0.0154,2.627,0.0,20.62,-75.0
0.0154,2.627,0.0,20.64,-75.0
0.0296,2.3745,0.0472,19.75,-75.0
0.0167,2.128,0.0,22.035,-75.0
0.0167,2.128,0.0,22.425,-75.0
0.0346,1.7288,0.0,21.485,-75.0
0.0167,1.723,0.0,21.11,-75.0
8.3452,1.256,13.3491,21.44,-75.0
0.0167,1.131,0.0,21.985,-76.0
0.0154,1.131,0.0,22.625,-76.0
0.0178,0.9231,0.0472,14.49,-76.0
0.0167,0.916,0.0,11.575,-75.75
0.0167,0.824,0.0,14.15,-75.0
0.0167,0.742,0.0,22.46,-75.0
0.0167,0.742,0.0,21.985,-75.0
0.0178,0.607,0.0,22.0,-75.0
0.0167,0.601,0.0,21.505,-75.0
0.0142,0.3671,0.0,21.7,-75.0
0.0174,0.3255,0.0472,21.59,-75.0
0.0154,0.319,0.0,22.0,-75.0
0.0309,0.287,0.0,21.505,-75.0
0.0154,0.259,0.0,22.435,-75.0
0.0154,0.233,0.0,21.04,-75.0
0.0174,0.2134,0.0,22.425,-75.0
0.0154,0.21,0.0,22.0,-75.0
0.0309,0.189,0.0,22.005,-75.0
0.0154,0.17,0.0,22.0,-75.0
0.0154,0.153,0.0,22.485,-75.0
0.0174,0.1416,0.0472,21.855,-75.0
0.0154,0.137,0.0,21.5,-75.0
0.0154,0.124,0.0,23.985,-75.0
0.0154,0.111,0.0,22.5,-75.0
0.0154,0.1,0.0,21.94,-75.0
0.0328,0.0938,0.0,22.915,-75.0
0.0296,0.0875,0.0,22.2,-75.0
0.0154,0.081,0.0,22.78,-75.0
0.0154,0.073,0.0,22.16,-75.0
0.0154,0.066,0.0,22.0,-75.0
0.0328,0.0619,0.0472,21.88,-75.0
0.0296,0.055,0.0,21.85,-75.0
0.0154,0.053,0.0,21.5,-75.0
0.0142,0.048,0.0,15.73,-75.0
0.0142,0.043,0.0,14.96,-75.0
0.0315,0.0411,0.0,20.58,-75.0
0.0154,10.023,0.0,22.0,-75.0
0.0154,10.023,0.0,21.69,-75.0
0.0154,9.021,0.0,17.22,-75.0
0.0154,8.119,0.0,18.6,-75.0
0.0328,7.7536,0.0472,19.95,-75.0
0.0154,6.576,0.0,23.615,-75.0
0.0154,6.576,0.0,23.52,-75.0
0.0296,5.7643,0.0,23.24,-75.0
0.0154,5.327,0.0,22.29,-75.0
0.0328,5.0658,0.0472,22.0,-75.0
0.0154,4.315,0.0,22.5,-75.0
0.0154,4.315,0.0,22.175,-75.0
0.0296,3.6036,0.0,21.275,-75.0
0.0154,3.495,0.0,22.0,-75.0
0.0328,3.3445,0.0472,22.14,-75.0
0.0154,2.831,0.0,23.46,-75.0
0.0154,2.831,0.0,23.33,-75.0
0.0142,2.293,0.0,16.06,-75.0
0.0142,2.293,0.0,14.385,-75.0
0.0315,2.1945,0.0,20.6,-75.0
0.0154,1.857,0.0,23.0,-75.0
0.0154,1.857,0.0,23.0,-75.0
0.0154,1.672,0.0,22.77,-75.0
0.0154,1.672,0.0,21.78,-75.0
0.0328,1.6082,0.0472,18.295,-75.0
0.0142,1.504,0.0,17.75,-75.0
0.0154,1.097,0.0,22.1,-75.0
0.0154,1.097,0.0,21.5,-75.0
0.0154,1.097,0.0,22.12,-75.0
0.0142,0.987,0.0,17.49,-75.0
0.0142,0.987,0.0,16.865,-75.0
0.0154,0.888,0.0,18.9,-75.0
0.0154,0.888,0.0,16.405,-75.0
0.0296,0.8666,0.0472,19.22,-75.0
0.0154,0.799,0.0,23.0,-75.0
0.0154,0.799,0.0,23.72,-75.0
0.0154,0.648,0.0,22.15,-75.0
0.0154,0.648,0.0,22.0,-75.0
0.0296,0.6032,0.0,21.76,-75.0
0.0154,0.525,0.0,21.215,-75.0
0.0154,0.525,0.0,21.755,-75.0
0.0154,0.425,0.0,22.11,-75.0
0.0154,0.425,0.0,21.78,-75.0
0.0154,0.382,0.0,22.5,-75.0
0.0154,0.344,0.0,22.685,-75.0
0.0154,0.344,0.0,23.0,-75.0
0.0154,0.279,0.0,22.0,-75.0
0.0154,0.279,0.0,22.335,-75.0
0.0154,0.251,0.0,21.5,-75.0
0.0154,0.226,0.0,21.85,-75.0
0.0154,0.226,0.0,22.12,-75.0
0.0154,0.183,0.0,22.5,-75.0
0.0154,0.108,0.0,17.96,-75.0
