throughput_mbps,packet_loss_pct,utilization_pct,snr_db,rsrp_dbm
0.0167,0.0,0.0,21.9,-103.0
0.0167,0.0,0.0,20.12,-104.0
0.0346,0.0,0.0472,21.885,-104.0
0.0167,0.0,0.0,21.98,-103.0
0.0167,0.0,0.0,19.43,-103.0
0.0167,0.0,0.0,21.89,-103.0
0.0167,0.0,0.0,22.51,-103.0
0.0167,0.0,0.0,15.595,-103.0
0.0167,0.0,0.0,22.0,-103.0
0.0154,0.0,0.0,18.445,-103.0
0.0476,0.0,0.0472,21.01,-103.0
0.0309,0.0,0.0,22.21,-103.0
0.0167,0.0,0.0,22.5,-103.0
0.0167,0.0,0.0,21.0,-103.0
0.0167,0.0,0.0,22.85,-103.0
19.549,0.0,33.5095,21.12,-103.0
11.9193,0.0,19.6887,21.92,-103.0
0.0167,0.0,0.0,22.04,-103.0
0.0167,0.0,0.0,22.5,-103.0
0.0167,0.0,0.0,22.185,-103.0
0.0334,0.0,0.0,19.02,-103.0
0.0167,0.0,0.0,22.77,-103.0
0.0167,0.0,0.0,22.83,-103.0
0.0167,0.0,0.0,20.0,-103.0
0.0167,0.0,0.0,19.42,-103.0
0.0346,0.0,0.0472,21.15,-103.0
18.4526,0.0,29.5566,20.93,-102.0
0.0167,0.0,0.0,20.59,-103.0
0.0346,0.0,0.0,19.68,-103.0
0.0167,0.0,0.0,17.2,-103.0
0.0154,0.0,0.0,20.95,-103.0
0.0167,0.0,0.0,23.325,-103.0
0.0167,0.0,0.0,24.84,-102.0
0.0154,0.0,0.0,19.54,-102.0
0.0178,0.0,0.0,21.435,-102.0
0.0154,0.0,0.0,16.49,-102.0
0.0167,0.0,0.0,24.75,-102.7
0.0167,0.0,0.0,22.915,-103.0
0.0167,0.0,0.0,21.04,-102.0
0.0167,0.0,0.0,23.41,-103.0
0.0167,0.0,0.0,22.55,-103.0
0.0167,0.0,0.0,24.38,-103.0
0.0346,0.0,0.0472,22.69,-103.0
0.0167,0.0,0.0,20.6,-103.0
0.0167,0.0,0.0,21.43,-103.0
0.0167,0.0,0.0,19.585,-103.0
0.0167,0.0,0.0,21.775,-103.0
0.0167,0.0,0.0,21.5,-103.0
0.0309,0.0,0.0472,21.895,-102.36
0.0309,0.0,0.0472,22.675,-102.84
0.0154,0.0,0.0,19.28,-102.0
0.0167,0.0,0.0,21.5,-102.0
0.0167,0.0,0.0,19.2,-103.0
0.0154,0.0,0.0,17.9,-102.0
0.0167,0.0,0.0,21.88,-103.0
0.0167,0.0,0.0,22.905,-103.0
0.0167,0.0,0.0,22.205,-103.0
0.0167,0.0,0.0,22.435,-102.0
0.0167,0.0,0.0,22.49,-102.0
0.0167,0.0,0.0,22.54,-103.0
0.0167,0.0,0.0,21.15,-102.0
0.0167,0.0,0.0,22.94,-102.0
0.0167,0.0,0.0,22.0,-103.0
0.0167,0.0,0.0,22.0,-103.0
0.0167,0.0,0.0,20.05,-102.0
0.0346,0.0,0.0,22.68,-103.0
0.0167,0.0,0.0,22.29,-102.0
0.0167,0.0,0.0,20.91,-102.0
0.0167,0.0,0.0,21.555,-103.0
0.0167,0.0,0.0,22.5,-102.0
0.0167,0.0,0.0,17.6,-103.0
0.0154,0.0,0.0,21.1,-103.0
0.0346,0.0,0.0472,22.66,-102.0
0.0119,1.542,0.0,18.94,-85.0
0.0106,0.538,0.0,21.1,-85.0
0.0154,0.152,0.0,21.0,-85.0
0.0328,0.0564,0.0472,20.855,-85.0
0.0154,0.021,0.0,22.165,-85.0
0.0154,0.007,0.0,22.03,-85.0
0.0154,0.002,0.0,22.0,-85.0
0.0154,0.001,0.0,23.0,-85.8602
0.0154,0.001,0.0,21.225,-85.0
0.0154,0.0,0.0,16.5,-83.0
0.0167,0.0,0.0,22.065,-85.0
0.0167,0.0,0.0,22.89,-84.0
0.0167,0.0,0.0,22.665,-85.0
0.0167,0.0,0.0,23.08,-85.0
0.0154,0.0,0.0,16.215,-85.0
0.0167,5.314,0.0,22.92,-88.0
0.0167,1.216,0.0,16.575,-86.0
0.0333,6.5516,0.0,20.0,-86.0
0.0167,1.775,0.0,21.67,-85.0
0.0167,0.619,0.0,21.48,-85.0
0.0167,0.216,0.0,22.34,-85.0
0.0167,0.075,0.0,21.5,-85.0
0.0167,0.019,0.0,21.0,-86.0
0.0167,0.007,0.0,22.09,-85.0
0.0167,0.004,0.0,21.28,-85.27
0.0346,8.0615,0.0472,21.785,-85.02
0.0167,2.825,0.0,22.48,-85.53
0.0167,0.985,0.0,22.0,-85.7312
0.0167,0.133,0.0,19.21,-85.0
0.0167,0.046,0.0,21.68,-85.0
0.0309,0.0161,0.0472,17.06,-85.0
0.0309,0.006,0.0472,21.97,-85.0
0.0487,0.003,0.0,21.59,-86.0
0.0167,0.001,0.0,20.17,-84.0
0.0167,0.0,0.0,22.08,-85.0
0.0167,0.0,0.0,20.31,-85.0
0.0154,0.0,0.0,20.07,-85.0
0.0178,0.0,0.0,23.0,-85.0
0.0346,0.0,0.0472,21.16,-85.0
0.0346,0.0,0.0472,19.535,-86.0
0.032,0.0,0.0,23.105,-86.0
0.0309,0.0,0.0,22.47,-85.0
0.0167,0.0,0.0,22.5,-85.0
0.0346,0.0,0.0,21.88,-85.0
0.0167,0.0,0.0,22.925,-85.0
0.0309,0.0,0.0472,18.985,-84.0
0.0167,0.0,0.0,21.93,-86.0
0.0154,0.0,0.0,23.6,-86.0
0.0333,0.0,0.0,22.325,-86.0
0.0346,0.0,0.0,23.015,-86.0
0.0167,0.0,0.0,22.5,-86.0
0.0167,0.0,0.0,22.8,-85.0
0.0167,0.0,0.0,21.57,-86.0
0.0167,0.0,0.0,22.77,-85.0
0.0167,0.0,0.0,22.56,-85.0
0.0167,0.0,0.0,22.5,-86.0
0.0167,0.0,0.0,22.0,-85.0
0.0154,0.0,0.0,17.58,-85.0
0.0167,0.0,0.0,23.12,-85.0
0.0322,0.0,0.0,15.17,-86.0
0.0167,0.0,0.0,23.0,-85.0
0.0167,0.0,0.0,22.695,-86.0
0.0167,0.0,0.0,22.5,-86.0
0.0167,0.0,0.0,21.18,-86.0
0.0167,0.0,0.0,23.2,-85.0
0.0167,0.0,0.0,22.525,-86.0
0.0154,0.0,0.0,17.255,-85.27
0.0167,0.0,0.0,22.135,-86.0
0.0167,0.0,0.0,21.54,-86.0
0.0167,0.0,0.0,22.66,-86.0
0.0167,0.0,0.0,21.5,-85.0
0.0167,0.0,0.0,22.03,-85.0
0.0167,0.0,0.0,22.0,-85.0
0.0309,0.0,0.0472,21.47,-86.0
0.0167,0.0,0.0,18.955,-85.0
0.0167,0.0,0.0,21.89,-85.0
0.0346,0.0,0.0,22.955,-85.0
0.0167,0.0,0.0,21.43,-85.0
0.0167,0.0,0.0,21.85,-85.0
0.0346,0.0,0.0,22.595,-85.0
0.0167,0.0,0.0,23.32,-85.0
0.0322,0.0,0.0,14.16,-85.0
0.0167,0.0,0.0,22.495,-85.0
0.0167,0.0,0.0,22.82,-85.0
0.0167,0.0,0.0,22.87,-86.0
2.8866,0.0,5.0472,20.385,-85.0
0.0178,0.0,0.0472,23.0,-86.0
1.3784,0.0,3.7077,22.435,-85.0
0.0167,0.0,0.0,21.0,-86.0
0.0091,0.0,0.0,20.025,-85.0
0.0167,0.0,0.0,22.245,-85.0
0.0167,7.29,0.0,22.72,-86.0
0.0167,0.002,0.0,22.72,-85.0
0.0167,0.0,0.0,22.14,-86.0
0.0167,0.0,0.0,22.2,-85.0
0.0154,0.0,0.0,16.66,-85.0
0.0167,0.0,0.0,22.315,-85.0
0.0167,0.0,0.0,22.56,-86.0
0.0154,0.068,0.0,22.415,-86.0
0.0167,0.0,0.0,22.3,-86.0
22.3211,0.0,37.3207,20.005,-84.0
0.0167,0.0,0.0,21.735,-85.0
0.0167,0.0,0.0,16.26,-86.0
0.0346,0.0,0.0472,21.45,-85.0
0.0167,0.0,0.0,23.0,-85.0
0.0167,0.0,0.0,22.49,-85.0
0.0167,0.0,0.0,21.5,-85.0
0.0167,0.0,0.0,20.54,-86.0
0.0167,0.0,0.0,21.61,-85.0
31.0348,4.137,48.6887,22.43,-101.0
0.0167,4.321,0.0,17.91,-102.2043
0.0346,1.1792,0.0472,17.05,-102.0
0.0346,0.4221,0.0472,22.555,-103.0
0.0167,0.148,0.0,23.1,-103.0
0.0154,0.052,0.0,16.775,-103.0
0.0167,0.007,0.0,21.5,-102.0
0.0309,0.0025,0.0472,22.17,-102.0
0.0167,0.0,0.0,22.315,-102.0
0.0167,0.0,0.0,21.98,-102.0
0.0167,0.0,0.0,21.865,-102.0
0.0167,0.0,0.0,20.99,-102.0
0.0154,0.0,0.0,21.7,-102.0
0.0154,0.0,0.0,16.56,-102.0
0.0167,0.0,0.0,22.725,-102.0
0.0309,0.0,0.0472,22.385,-102.0
0.0309,0.0,0.0472,23.025,-102.0
0.0296,0.0,0.0472,18.3,-102.0
0.0167,0.0,0.0,18.885,-102.0
0.0154,0.0,0.0,21.89,-102.0
0.0167,0.0,0.0,23.67,-102.0
0.0167,0.0,0.0,21.37,-101.0
0.0167,0.0,0.0,21.0,-102.0
0.0167,0.0,0.0,22.17,-102.0
0.0167,0.0,0.0,23.21,-102.0
0.0167,0.0,0.0,21.435,-102.0
0.0167,0.0,0.0,22.97,-102.0
0.0167,0.0,0.0,21.855,-102.0
0.0167,0.0,0.0,21.38,-102.0
0.0167,0.0,0.0,20.04,-102.0
0.0167,0.0,0.0,21.5,-102.0
0.0167,0.0,0.0,22.19,-102.0
0.0167,0.0,0.0,22.52,-101.0
0.0346,0.0,0.0472,21.15,-101.0
0.0167,0.0,0.0,22.5,-102.0
0.0167,0.0,0.0,22.0,-102.0
0.0167,0.0,0.0,21.025,-102.0
0.0167,0.0,0.0,20.005,-102.0
0.0154,0.0,0.0,20.4,-102.0
0.0167,0.0,0.0,20.075,-102.0
0.0167,0.0,0.0,20.52,-102.0
0.0154,0.0,0.0,20.94,-102.0
0.0346,0.0,0.0472,23.695,-102.0
0.0154,0.0,0.0,15.91,-102.0
0.0167,0.0,0.0,22.765,-102.0
0.0167,0.0,0.0,22.73,-102.0
0.0154,0.0,0.0,12.74,-102.0
0.0167,0.0,0.0,21.645,-102.0
0.0167,0.0,0.0,21.83,-102.0
0.0487,0.0,0.0472,20.995,-102.0
0.0167,0.0,0.0,22.63,-103.0
0.0167,0.0,0.0,20.97,-102.0
0.0154,0.0,0.0,16.705,-102.0
0.0167,0.0,0.0,22.85,-102.0
0.0334,0.0,0.0,22.49,-102.0
0.0167,0.0,0.0,22.14,-102.0
0.0167,0.0,0.0,21.75,-102.0
0.0346,0.0,0.0,22.015,-102.0
0.0167,0.0,0.0,22.0,-102.0
19.5007,0.0,32.1887,21.59,-101.0
0.0167,0.0,0.0,21.765,-102.96
0.0167,0.0,0.0,22.33,-102.0
0.0167,0.0,0.0,22.635,-102.0
0.0892,0.0,0.0944,21.055,-102.0
1.9666,0.0,0.1416,21.5,-102.0
0.0167,0.0,0.0,22.0,-102.0
0.0167,0.0,0.0,20.9,-102.0
0.0154,0.0,0.0,19.77,-102.0
0.0167,0.0,0.0,23.075,-102.0
3.4458,0.0,0.0,21.3,-102.0
0.0309,0.0,0.0472,22.5,-102.0
0.0167,0.0,0.0,20.5,-102.0
0.0309,0.0,0.0,17.265,-102.0
0.0326,5.7207,0.0,21.12,-102.0
0.0167,2.065,0.0,22.24,-102.0
0.0167,0.72,0.0,22.5,-102.0
0.0167,0.251,0.0,21.93,-102.0
0.0167,0.088,0.0,19.855,-102.0
0.0167,0.031,0.0,20.52,-102.0
0.0167,0.012,0.0,20.32,-102.0
18.1386,0.003,30.2547,20.74,-102.0
0.0167,0.001,0.0,23.155,-102.0
0.0333,0.0,0.0472,20.485,-102.0
0.0167,0.0,0.0,22.0,-102.0
0.0167,0.0,0.0,21.26,-102.0
0.0154,0.0,0.0,18.72,-102.0
0.0167,0.0,0.0,20.07,-102.0
0.0167,0.0,0.0,21.13,-102.0
0.0167,0.0,0.0,21.0,-102.0
0.0167,0.0,0.0,22.0,-102.0
0.0334,0.048,0.0,21.505,-102.0
0.0167,0.017,0.0,21.35,-103.0
0.0167,0.004,0.0,22.58,-102.0
0.0167,0.001,0.0,22.475,-102.0
0.0309,0.0,0.0,22.0,-102.0
0.0167,0.0,0.0,22.98,-102.0
0.0167,0.0,0.0,20.55,-102.0
0.0154,0.0,0.0,20.625,-102.0
0.0167,0.0,0.0,20.84,-102.0
0.0167,0.0,0.0,18.75,-102.0
0.0309,0.0,0.0472,20.33,-102.0
0.0167,0.0,0.0,22.5,-103.0
0.0167,0.0,0.0,22.0,-102.0
0.0167,0.0,0.0,22.5,-102.0
0.0178,0.0,0.0472,21.72,-102.0
0.0167,0.0,0.0,22.6,-102.0
0.0167,0.0,0.0,19.52,-102.0
0.0167,0.0,0.0,20.08,-102.0
0.0167,0.0,0.0,21.5,-102.0
0.0167,0.0,0.0,21.0,-102.0
0.0167,0.0,0.0,22.16,-103.0
0.0346,0.0,0.0,20.76,-103.0
0.0167,0.0,0.0,21.53,-102.0
0.0167,0.0,0.0,22.0,-102.0
0.0167,5.905,0.0,21.025,-103.0
18.6835,1.2187,30.6604,20.39,-103.0
0.0309,0.23,0.0472,22.235,-102.0
0.0309,0.097,0.0472,22.5,-102.0
0.0309,0.0604,0.0472,21.85,-103.0
0.0167,0.022,0.0,19.615,-102.0
0.0167,0.008,0.0,22.345,-102.0
0.0167,0.003,0.0,22.0,-102.0
0.0346,0.0,0.0472,22.355,-102.0
0.0167,0.0,0.0,22.6,-102.0
0.0167,0.0,0.0,19.75,-102.0
0.0154,0.0,0.0,19.68,-103.0
0.0167,0.0,0.0,22.255,-102.0
0.0167,0.0,0.0,22.94,-101.0
0.0167,0.0,0.0,17.38,-101.0
0.0346,0.0,0.0,19.73,-102.0
0.0167,0.0,0.0,22.675,-102.0
0.0167,0.0,0.0,18.59,-102.0
0.0167,0.0,0.0,21.37,-102.0
0.0167,0.0,0.0,21.695,-102.0
0.0167,0.0,0.0,20.63,-102.0
0.0167,0.0,0.0,18.64,-102.0
0.0154,0.0,0.0,19.02,-102.0
0.0167,0.0,0.0,21.06,-102.0
0.0167,0.0,0.0,21.535,-102.0
0.0167,0.0,0.0,22.0,-102.0
0.0167,0.0,0.0,18.95,-102.0
0.0167,0.0,0.0,21.455,-102.0
0.0167,0.0,0.0,20.81,-102.0
0.0167,0.0,0.0,21.23,-102.0
0.0167,0.0,0.0,22.545,-102.0
0.0167,0.0,0.0,21.16,-102.0
0.0167,0.0,0.0,22.58,-101.0
0.0167,0.0,0.0,24.215,-102.0
0.0167,0.0,0.0,22.88,-101.0
0.0154,0.0,0.0,18.29,-102.0
0.0167,0.0,0.0,21.925,-101.0
0.0167,0.043,0.0,22.925,-101.0
0.0167,0.012,0.0,21.5,-101.0
0.0346,8.8678,0.0472,20.575,-101.0
0.0167,3.139,0.0,21.565,-102.0
0.0167,1.095,0.0,20.415,-102.0
36.2089,0.3202,62.7641,21.945,-102.0
0.0167,0.052,0.0,22.0,-102.0
0.0167,0.025,0.0,21.37,-102.0
0.0167,0.015,0.0,22.245,-102.0
0.0167,0.005,0.0,22.67,-102.0
0.0167,0.002,0.0,21.05,-101.0
0.0167,0.001,0.0,20.23,-101.0
35.7872,0.0,61.7641,22.37,-101.0
0.0167,0.0,0.0,21.44,-102.0
0.0037,0.0,0.0,21.445,-102.0
0.0167,0.0,0.0,20.1,-102.0
0.0167,3.645,0.0,21.81,-102.0
0.0874,5.3967,0.0472,26.86,-104.0
0.8833,2.5841,0.8682,22.265,-101.0
1.1115,0.2939,1.3586,19.02,-100.0
2.1779,0.4593,1.8115,20.475,-85.0
1.0638,0.0038,2.1132,18.495,-87.0
1.803,0.0,0.5285,19.085,-86.0
0.2016,0.0196,0.217,22.67,-91.0
1.0366,0.0213,1.1133,21.13,-89.0
0.0154,0.001,0.0,15.34,-89.0
0.0167,0.0,0.0,22.31,-89.0
0.0167,0.023,0.0,21.94,-90.0
0.8097,0.001,2.2265,21.785,-89.0
0.0178,0.1026,0.0472,21.065,-89.0
0.0167,0.012,0.0,21.5,-89.0
0.0309,0.002,0.0,21.0,-89.0
0.0309,0.001,0.0,21.0,-90.0
0.0309,0.0,0.0,21.5,-89.0
0.0167,0.0,0.0,22.66,-89.0
0.231,0.0,0.3963,22.6,-89.0
0.0167,0.0,0.0,22.5,-90.0
0.0167,0.029,0.0,20.0,-89.0
0.0167,0.01,0.0,21.705,-90.0
0.0178,0.004,0.0472,21.95,-89.0
0.0167,0.001,0.0,22.57,-90.0
0.0167,0.001,0.0,22.0,-90.0
0.0167,0.0,0.0,21.3,-90.0
0.0167,0.0,0.0,21.95,-90.0
0.0167,0.018,0.0,20.715,-90.0
0.0167,0.006,0.0,21.5,-90.0
0.0167,0.002,0.0,21.255,-90.0
0.0178,0.001,0.0472,21.0,-90.0
0.0167,0.0,0.0,23.0,-89.0
0.0167,0.0,0.0,23.06,-89.0
0.0154,0.0,0.0,18.09,-89.0
0.0167,0.0,0.0,22.295,-89.0
0.0263,0.026,0.0,18.48,-89.0
0.0167,0.039,0.0,16.75,-90.0
0.0167,0.014,0.0,21.5,-90.0
0.0346,0.005,0.0,20.145,-90.0
0.0487,0.002,0.0,22.85,-89.0
0.0167,0.001,0.0,22.83,-89.0
0.0167,0.0,0.0,22.0,-89.0
0.0167,0.0,0.0,22.355,-89.0
0.0167,0.0,0.0,22.26,-89.0
0.0167,0.0,0.0,21.0,-89.0
34.8379,0.082,61.5189,20.605,-89.0
0.0346,0.0108,0.0472,22.035,-89.0
0.0167,0.004,0.0,22.45,-89.0
0.0357,0.002,0.0,22.01,-89.0
0.0167,0.0,0.0,21.11,-89.0
0.0167,0.0,0.0,22.5,-89.0
0.0167,0.0,0.0,19.035,-89.0
0.1061,0.0,0.0472,22.275,-89.0
0.1882,0.0,0.0944,20.555,-89.0
0.0322,0.0,0.0,22.935,-89.0
23.6278,0.0,40.5094,21.585,-89.0
0.0167,0.0,0.0,22.58,-89.0
0.0167,0.0,0.0,22.0,-89.0
0.0167,0.0,0.0,23.0,-89.0
0.0346,0.0,0.0,21.58,-89.0
0.0309,0.0,0.0472,17.6,-90.0
0.0167,0.0,0.0,20.99,-90.0
0.0167,0.0,0.0,22.985,-90.0
0.0366,0.0,0.0472,17.515,-89.0
0.0167,0.0,0.0,22.975,-90.0
0.0167,0.0,0.0,22.59,-90.0
0.0167,0.0,0.0,22.47,-90.0
0.0309,0.0,0.0472,23.0,-90.0
0.0858,0.0,0.0472,21.53,-89.0
0.0309,0.0,0.0472,22.44,-89.0
0.0167,0.0,0.0,22.95,-90.0
0.0167,0.0,0.0,21.78,-89.0
0.0178,0.0293,0.0,19.545,-90.0
0.0167,0.008,0.0,21.195,-90.0
0.0154,0.003,0.0,16.375,-89.0
0.0167,0.001,0.0,22.235,-90.0
0.0334,0.0,0.0,21.505,-89.0
0.0167,0.0,0.0,21.74,-90.0
0.0167,0.0,0.0,21.95,-90.0
0.0346,0.0,0.0,19.415,-89.0
0.0167,0.0,0.0,21.5,-89.0
0.0167,0.0,0.0,22.0,-89.0
0.0334,0.017,0.0,19.495,-89.0
0.0167,0.006,0.0,22.5,-89.0
0.0167,0.002,0.0,21.0,-89.0
0.0346,0.001,0.0472,22.145,-89.0
0.0167,0.0,0.0,22.05,-89.0
0.0167,0.0,0.0,20.725,-89.0
0.0167,0.0,0.0,22.55,-89.0
0.0167,0.0,0.0,23.0,-89.0
0.0154,0.0,0.0,17.88,-89.0
0.0167,0.0,0.0,22.37,-89.0
34.5189,0.0204,58.7641,20.52,-89.0
0.0167,0.007,0.0,22.06,-89.0
0.0167,0.002,0.0,19.65,-89.0
0.0154,0.001,0.0,21.785,-89.0
0.0167,0.0,0.0,22.21,-89.0
0.0167,0.0,0.0,22.5,-89.0
0.0346,0.0,0.0,20.73,-89.0
0.0167,0.0,0.0,21.9,-89.0
0.0154,0.0,0.0,18.26,-89.0
2.7275,0.0,5.2454,21.34,-89.0
0.0309,0.0,0.0472,21.0,-89.0
0.0309,0.0,0.0472,19.88,-89.0
0.0296,0.0,0.0,20.26,-89.0
0.0191,0.0,0.0,19.01,-89.0
0.0154,0.0,0.0,18.74,-89.0
0.6249,0.0,2.0944,20.72,-89.0
0.0167,0.0,0.0,21.325,-89.0
0.5158,0.0,0.0944,21.5,-89.0
0.0167,0.0,0.0,22.72,-89.0
0.0346,0.0,0.0,22.315,-89.0
0.0167,0.0,0.0,22.09,-89.0
0.0167,0.0,0.0,22.0,-89.0
0.055,0.0,0.0472,27.09,-91.0
31.0978,48.2776,60.7641,23.31,-89.0
0.0167,10.474,0.0,21.25,-88.0
0.0159,4.0851,0.0,20.5,-88.0
19.5427,0.6741,31.566,21.3,-88.0
0.0167,0.128,0.0,21.69,-88.0
0.0167,0.045,0.0,20.475,-88.0
0.0167,0.011,0.0,20.0,-88.0
0.0167,0.051,0.0,20.5,-88.0
0.0154,0.018,0.0,21.265,-87.0
0.0167,0.01,0.0,21.38,-88.0
0.0167,0.005,0.0,18.3,-88.0
0.0167,0.002,0.0,23.18,-88.0
35.613,0.001,64.2547,20.98,-88.0
0.0154,0.0,0.0,19.1,-88.0
0.0309,0.0,0.0472,21.67,-88.0
0.0167,0.0,0.0,18.46,-88.0
0.0154,0.0,0.0,21.6,-88.0
0.0309,0.0,0.0,22.225,-88.0
0.0474,0.0,0.0472,19.73,-88.0
0.0309,0.0,0.0,23.8,-88.0
0.0309,0.0,0.0472,17.89,-88.0
0.0167,0.0,0.0,22.58,-88.0
0.0167,0.0,0.0,20.795,-88.0
0.0154,0.0,0.0,14.27,-88.0
